1,B,Judith Displaying Holofernes' Head to the People of Bethulia from The Story of Judith and Holofernes plate 7,Philips Galle,1564,Renaissance,27,2561,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,20,24,14,22,57,70,629178
2,B,Polo in Water New Orleans from the American Scenes series (N281) issued by D. Buchner & Co.,D. Buchner & Co./ New York,1888,Sonstiges,56,1625,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,9,5,4,15,55,67,630116
3,B,Lady Bettle Bustle and Her Maid Lucy Preparing for the Masquerade,Carington Bowles I,1769–1800,Romantik,60,3507,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,33,24,11,25,51,64,366774
4,B,Francesco I d'Este Instructing for Alms to be Given to the Poor from L'Idea di un Principe ed Eroe Cristiano in Francesco I d'Este di Modena e Reggio Duca VIII [...],Bartolomeo Fenice (Fénis),1659,Barock,80,3290,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,12,16,3,19,44,59,427075
5,B,Mabel Fenton from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes,Kinney Brothers Tobacco Company,1890,Expressionismus,48,1118,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,3,12,25,51,75,653836
6,B,Woman in a Floral Dress Looking out Towards the Sea with Binoculars from the French Novelties series (N110) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.,W. Duke/ Sons & Co.,1892,Expressionismus,65,1654,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,10,6,1,15,45,59,427929
7,B,Winter Morning,Currier & Ives,1857–1907,Expressionismus,46,1449,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,16,22,14,20,59,73,849540
8,B,A Study of Two White Lilies,Antoine Berjon,n.d.,Sonstiges,69,1124,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,30,24,5,14,46,66,334941
9,B,A small cut by Posada of a skeleton frightening a man pasted to an advertisment for a limited edition portfolio of prints by Posada with an introdution by Leopoldo Méndez,José Guadalupe Posada,ca 1940–1950 (publication date),Sonstiges,41,4577,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,7,26,10,21,45,68,736670
10,B,Street In Noyon Mined By Germans from World War I Scenes souvenir cards (W500),,ca. 1914–18,Sonstiges,11,1212,Eremitage,Palace Square 2/St Petersburg/Russland,5,8,13,24,50,75,825913
11,B,Nous avons grande représentation aujourd'hui from Les Gens de Justice published in Le Charivari September 8 1847,Honoré Daumier,September 8 1847,Romantik,38,3139,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,24,36,10,19,54,73,643017
12,B,The Long Road – Argilla Road Ipswich,Arthur Wesley Dow,ca. 1898–1912,Pflanzen,60,4601,Eremitage,Palace Square 2/St Petersburg/Russland,10,17,3,14,50,70,359417
13,B,Ruins of the Merchants' Exchange New York after the Destructive Conflagration of December 16 and 17 1835,John H. Bufford,1835,Romantik,65,4187,Eremitage,Palace Square 2/St Petersburg/Russland,28,34,7,22,42,59,655620
15,B,Design for Omnibus or Wagonette no. 4132,Brewster & Co.,1891,Expressionismus,24,4868,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,16,23,11,19,46,69,378605
16,B,Album 223 Page 10,,ca. 1880–99,Sonstiges,66,2251,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,38,32,1,25,53,73,892747
17,B,A la pintura: White 3 – 6,Robert Motherwell,1972,Hyperrealismus,4,4392,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,64,96,5,17,52,74,366504
18,B,Byrnes 3rd Base St. Louis National League from the Baseball Players (Ramlys) series (T204) issued by the Mentor Company to promote Ramly and T.T.T. Turkish Cigarettes,Mentor Company/ Boston,1909,Portraits,61,4109,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,5,9,25,45,75,434299
19,B,Two entrances to the Arsenal in Venice one for the workmen and the other for those involved in shipping,Michele Marieschi,1741,Rokoko,54,1556,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,31,47,12,21,40,66,676331
21,B,Hodge's Explanation of a Hundred Magistrates,Thomas Rowlandson,März 1 1815,Romantik,60,2424,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,24,33,5,12,57,74,811905
22,B,Mercury from The Planets,Sebald Beham,1500–1550,Renaissance,36,2105,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,6,4,12,19,42,75,418372
23,B,Ellen Terry in European Costume from 1485-1510 from the set Actors and Actresses First Series (N70) for Duke brand cigarettes,W. Duke/ Sons & Co.,1888–89,Sonstiges,65,3889,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,7,3,9,24,55,70,422914
24,B,A warrior seen from behind holding a war hammer from the series 'Figurine',Salvator Rosa,ca. 1656–1657,Barock,15,3408,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,14,9,13,20,42,72,341901
25,B,Text describing the life of Giuseppe Nogari in a decorative border from Compendio delle vite de' pittori veneziani istorici più rinomati del presente secolo con suoi ritratti tratti dal naturale delineati ed incisi,Alessandro Longhi,1762,Rokoko,4,1358,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,39,28,8,21,59,69,653338
26,B,Dutch from the National Types series (N388 Type 1) issued by the National Cigarette & Tobacco Company to promote Admiral Cigarettes,National Cigarette & Tobacco Co.,1890,Expressionismus,61,3884,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,6,3,0,8,58,74,663620
27,B,Country Houses couple and cornfield in the foreground from the series The Small Landscapes (Praediorum Villarum),The Master of the Small Landscapes,1559–61,Pflanzen,43,1088,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,17,25,13,18,43,68,337346
28,B,North Front of Chelsea Hospital (from Six Pleasing Views In and About London With Outlines for Drawing After),T. Stayner,1794,Klassizismus,13,2642,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,12,17,12,24,43,59,700759
29,B,'The family' a woman holding a child from the folio '13 Grabados',David Alfaro Siqueiros,1930,Surrealismus,26,4646,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,15,11,1,13,60,75,715466
30,B,Plate 27 from The Disasters of War (Los Desastres de la Guerra): 'Charity' (Caridad),Goya (Francisco de Goya y Lucientes),1810,Romantik,49,2931,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,32,22,2,21,44,74,333963
31,B,Wandering Minstrel; Old Nuremberg,Alexandre-Louis Leloir,1843–84,Sonstiges,70,1050,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,49,32,15,25,47,61,337669
32,B,Pines and Pinnacles,Ernest Haskell,1900–1925,Surrealismus,27,1327,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,30,17,5,14,56,67,679913
33,B,Ada Richmond from Actresses (N335a) issued by S. F. Hess & Company to promote Long Cut Tobacco brands,S.F. Hess & Co.,ca. 1880–99,Sonstiges,33,1098,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,8,5,7,12,49,60,892853
34,B,Monocle and Eye (blue) from Jocular Ocular series (N221) issued by Kinney Bros.,Kinney Brothers Tobacco Company,1889,Sonstiges,48,3336,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,3,3,9,19,49,74,719634
36,B,Isadore Rush from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes,Kinney Brothers Tobacco Company,1890,Expressionismus,54,4199,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,6,3,9,18,42,68,657058
37,B,Palazzo Salviati,Pietro Ferrerio,1655,Barock,79,2923,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,21,40,7,20,50,65,418721
38,B,Icones Symbolicae,P. S. Christoforo Giarda,1628,Barock,13,3804,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,23,17,2,25,55,66,350474
40,B,The Last Supper,Giovanni Battista Mazza,ca. 1580,Renaissance,41,1699,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,48,35,14,21,47,63,385159
41,B,Two Seat Phaeton,Brewster & Co.,ca.1895,Expressionismus,5,2185,Eremitage,Palace Square 2/St Petersburg/Russland,27,40,2,24,56,73,891076
42,B,Williamson Shortstop with Willie Hahne Mascot Chicago from the Old Judge series (N172) for Old Judge Cigarettes,Goodwin & Company,1887,Sonstiges,24,2700,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,3,0,24,42,71,401930
43,B,Figure Etrusque trouvée sur une Urne sepulchrale from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore,Jean Barbault,1761,Rokoko,37,2210,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,9,18,10,16,55,68,656724
44,B,Souvenir of New York,John Bornet,ca. 1850,Impressionismus,32,3913,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,40,54,3,15,49,68,683313
45,B,Fanny Rice from the Actors and Actresses series (N45 Type 8) for Virginia Brights Cigarettes,Allen & Ginter,ca. 1888,Portraits,9,4437,Eremitage,Palace Square 2/St Petersburg/Russland,6,3,10,23,60,72,417630
46,B,Sheet with a striped and dot pattern,Anonymous,späte 18.–Mitte 19. Jahrhundert,Sonstiges,69,3983,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,14,9,10,25,43,57,823233
48,B,The Taming of the Shrew,Charles Rolls,1838,Romantik,13,1332,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,23,28,8,17,54,66,774877
49,B,The drunken Silenus with putti,Anonymous/ Italian/ 16th century,ca. 1515–40,Sonstiges,64,4139,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,15,14,0,7,45,65,777923
50,B,Beatrice and Benedick (Shakespeare Much Ado About Nothing Act 4 Scene 1),Charles Gauthier Playter,August 12 1784,Klassizismus,13,3163,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,40,52,8,22,54,68,708000
51,G,Armchair,,ca. 1700–1710,Barock,27,2918,Eremitage,Palace Square 2/St Petersburg/Russland,144,70,70,18,194242
52,G,Saint Matthew,Antonio Susini,1596,Renaissance,44,4496,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,26,26,26,6,201991
53,G,Candlestick (one of a pair),,letzt. Quartal 18. Jahrhundert,Sonstiges,36,1859,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,17,17,17,4,191930
54,G,Pair of jugs with painted decoration,,16.–18. Jahrhundert,Sonstiges,68,2614,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,34,34,34,6,204525
55,G,Armchair (one of a pair),,18. Jahrhundert,Sonstiges,11,1326,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,100,66,66,14,189391
57,G,Soup plate,Sèvres Manufactory,1847,Romantik,28,3849,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,4,4,4,2,198016
58,G,Candlestick (one of a set of eight),John Romer,1768/69,Sonstiges,48,1236,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,29,29,29,5,239000
59,G,Teapot,,ca. 1755–60,Sonstiges,11,1944,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,9,16,16,1,197627
60,G,Pair of candlesticks,Abraham Ten Brinck,1731,Rokoko,37,1472,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,20,20,20,7,192077
62,G,Naval Reward Medal of Elizabeth I,,18. Jahrhundert nachgegossen of Modell von 1588,Renaissance,50,4458,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,4,4,4,3,232268
63,G,Set of three ornaments,,1785–90,Tiere,5,2288,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,4,6,6,1,190367
65,G,The Elephant from a set of five Grotesques,Jean-Baptiste Monnoyer,designt ca. 1688 gewebt ca. 1690–1711,Tiere,35,2484,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,294,459,459,33,229569
66,G,Admiral de Tourville (1642–1701),Joseph-Charles Marin,1816,Romantik,58,2110,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,41,20,20,9,207687
67,G,Urn with cover,,3.  Quartal 19. Jahrhundert,Sonstiges,39,2280,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,74,74,74,10,187475
69,G,Cup with cover,,ca. 1700–1720,Barock,38,1966,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,9,9,9,1,185910
70,G,Olive-green ground vase with pâte-sur-pâte decoration,Minton(s),1884,Sonstiges,19,2059,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,40,40,40,9,838101
72,G,Ormolu-mounted urn on square base,,ca. 1790,Klassizismus,17,2040,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,59,59,59,9,825961
73,G,Vase,Höchst Manufactory,18. Jahrhundert,Pflanzen,46,4476,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,20,20,20,4,187801
74,G,Study for a Portrait of Mathilde Salle,Edgar Degas,modelliert ca. 1892 gegossen 1920,Portraits,34,4216,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,28,10,10,4,196489
75,G,Honor from the series The Honors,Bernard van Orley,designt vor 1520 gewebt zwischen 1525 und 1532,Tiere,30,3084,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,462,799,799,48,670103
76,G,Chamber candlestick or taperstick,Rebecca Emes,1809–10,Sonstiges,27,1943,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,6,10,10,5,232349
77,G,Tea caddy in the form of a tea bundle,Minton(s),1878,Impressionismus,31,4204,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,10,10,10,5,770990
78,G,Breton Peasant Woman,Aimé-Jules Dalou,vermutlich 1880er,Sonstiges,44,4024,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,24,24,24,4,192322
79,G,Coffeepot,Vienna,ca. 1725,Pflanzen,30,3486,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,19,19,19,4,206012
80,G,Figure of Arithmetic with Pythagoras (one of a pair),,späte 18.–Mitte 19. Jahrhundert,Sonstiges,11,2344,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,22,16,16,3,198871
81,G,Lock and keeper,,18. Jahrhundert,Tiere,41,3379,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,12,7,7,6,202000
82,G,Thetis Transporting Arms for Achilles,William Theed the Elder,ca. 1804–12,Sonstiges,25,3664,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,127,143,143,14,239234
85,G,Cup with cover,,19. Jahrhundert nach 16. Jahrhundert original,Sonstiges,20,1299,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,35,35,35,5,186600
86,G,Souvenir with portrait of a woman,,1775–76,Portraits,8,1156,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,8,5,5,1,193978
89,G,Detail from a cap,,Mitte 19. Jahrhundert,Sonstiges,15,1597,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,111,2,2,15,213434
91,G,Dish for an ewer,,ca. 1515–25,Sonstiges,13,1792,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,3,3,3,2,201664
92,G,Ice cream cup (tasse à glace) (one of thirty-one) (part of a service),Sèvres Manufactory,1771,Pflanzen,19,4044,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,6,7,7,4,197879
93,G,Chessmen (32),,frühe 19. Jahrhundert,Sonstiges,34,1511,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,2,2,2,2,210648
94,G,Panel (part of a set),Nicolas Castille,ca. 1510,Tiere,15,1257,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,58,23,23,8,209127
95,G,Embroidery sample for a man’s suit,,ca. 1785,Pflanzen,30,2407,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,20,15,15,4,224697
96,G,Cupids in Bacchanalian scene,Lukas Faydherbe,17. Jahrhundert,Tiere,54,1704,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,11,26,26,4,195116
97,G,U-shaped vase with handle (one of a pair),Minton(s),1869,Impressionismus,57,4560,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,16,15,15,4,770967
98,G,Candlestick (part of a set of four),(Johann) Daniel Schäffler I,1701–5,Sonstiges,76,3853,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,22,22,22,6,206191
99,G,Pair of vases (vases cuir),Sèvres Manufactory,ca. 1765–70,Tiere,77,2892,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,47,47,47,5,200572
100,G,Chess table,Fabbrica C.V.,1856,Impressionismus,58,4510,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,76,66,66,8,201513
101,I,Into the Woods Spring from Into the Woods,Howard Hodgkin,2001–2,Sonstiges,95,2506,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,202,267,267,21,497501
102,I,Head of a Girl,Ercole Cartotto,1925,Surrealismus,99,4963,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,61,49,49,7,487496
103,I,MR Stool,Ludwig Mies van der Rohe,1927–30,Sonstiges,83,4149,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,45,49,49,9,490251
104,I,Arm,Pablo Picasso,1951,Sonstiges,81,1651,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,55,10,10,7,485937
105,I,The Fitting Room,Kenneth Hayes Miller,1931,Surrealismus,83,1956,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,71,86,86,10,487688
106,I,Pamela Running Before the Wind with a Dutch Lighthouse,Malcolm Morley,1998,Sonstiges,98,1485,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,139,99,99,16,493429
107,I,Curve XXXII,Ellsworth Kelly,1982,Neo-Expressionismus,98,1904,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,274,264,264,32,484637
108,I,Genesis/Violent Garden,Kay WalkingStick,1981,Neo-Expressionismus,83,2289,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,142,142,142,16,486267
109,I,View of a Fortress,Paul Klee,1925,Surrealismus,98,3708,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,27,40,40,3,483164
110,I,Italian Street Singer,Lawrence Arthur Jones,1939,Surrealismus,81,2545,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,16,10,10,3,491487
111,I,Star,D. J. Hall,2001,Landschaftsmalerei,98,3027,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,30,22,22,6,496213
112,I,Hope for the Future oder die Hoffnung dass Syntaxfehler die Programme im OSJAVA-Kurs nicht zum Absturz bringen,Charles Wilbert White,1945,Sonstiges,neunzig,3964,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,33,26,26,4,491418
114,I,Self-Portrait (Reading),R.B. Kitaj,1982–83,Sonstiges,85,1205,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,65,50,50,9,486334
115,I,Untitled,Abraham Walkowitz,ca. 1940,Surrealismus,90,2119,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,26,17,17,3,482950
116,I,The Model,Boris Grigoriev,ca. 1926,Portraits,89,2544,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,72,60,60,12,480992
118,I,Manuel y Mary Julia Series No. 6,Manuel Neri,1977,Hyperrealismus,87,1933,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,55,76,76,7,742948
119,I,Boy on a Bicycle,Nigel Henderson,1950,Sonstiges,85,3966,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,35,24,24,6,494778
