1,B,Miss Friedrich from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes,Kinney Brothers Tobacco Company,1890,Expressionismus,21,1434,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,6,3,2,20,41,53,653912
2,B,Textile Design with a Vermicular Pattern Decorated with Pearls over a Background of Diagonal Stripes,Anonymous/ Alsatian/ 19th century,1840,Romantik,36,2271,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,8,10,3,9,46,73,710225
3,B,Le Nouveau Robinson par l'amusement et l'instruction des enfans (Robinson Crusoe for the amusement and instruction of children),Le Prieur/ Librairie,1812,Romantik,31,3858,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,16,10,12,24,40,65,354791
4,B,Winfield Scott (from Historia de los Estados-Unidor),Charles Holl,ca. 1870,Impressionismus,12,2103,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,32,23,2,18,47,68,389939
5,B,Sonning Alms-Houses,Sir Francis Seymour Haden,1865,Impressionismus,4,4011,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,15,13,4,14,52,66,704642
7,B,Allegory of the Psalm of David,Agostino Carracci,1580,Renaissance,60,2886,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,26,21,2,20,55,70,341101
8,B,The Brook from the series Views in Central Park New York Part I,Louis Prang & Co.,1864,Impressionismus,65,2918,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,10,6,6,24,47,57,889013
9,B,Official Catalogue of Exhibits World Columbian Exposition: Department K Fine Arts: Part X Art Galleries and Annexes,W. B. Conkey Co.,1893,Expressionismus,66,2546,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,21,15,15,20,52,71,349431
10,B,Modelbuch new aller Art Nehens und Stickens (page 8r),Hermann Gülfferich,1553,Pflanzen,29,1514,Eremitage,Palace Square 2/St Petersburg/Russland,17,12,14,19,46,60,684148
11,B,Project for a Fountain for La Place du Carrousel,Pierre François Léonard Fontaine,ca. 1806,Romantik,45,1510,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,34,25,0,14,42,55,653064
12,B,Madonna and Child Enthroned with Two Angels,Fra Filippo Lippi,ca. 1440,Renaissance,76,2664,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,122,62,10,20,51,75,436895
13,B,Soldiers Carrying Urns,Girolamo da Carpi (Girolamo Sellari),1501–56,Sonstiges,53,4218,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,32,22,7,25,47,62,338907
14,B,You try to be agreeable and to retain your dignity on all occasions from the Fortunes series (T62) issued to promote Turkish Trophies Cigarettes,Turkish Trophies Cigarettes,1910,Expressionismus,14,2571,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,6,8,7,16,40,60,637377
15,B,Textile Design with Alternating Vertical Zig-Zagging Strips and Pearls,Anonymous/ Alsatian/ 19th century,1840,Romantik,57,4603,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,5,8,8,17,43,71,708519
16,B,Card Number 576 Sam Mejias Montreal Expos,Topps Chewing Gum Company,1978,Hyperrealismus,8,2305,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,8,6,2,23,51,68,720620
17,B,Ann Harding from Movie Star Portraits (Emo Movie Club) trade cards (R95),,1935,Surrealismus,2,1435,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,25,20,3,12,41,71,822636
18,B,The lake of Kuggsuak at Tasermiut Greenland,Lars Møller,1863,Landschaftsmalerei,80,2227,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,32,42,14,21,60,72,767900
19,B,The Adoration of the Trinity on Earth and the Works of Mercy from The Lord's Prayer plate 1,Jan (Johannes) Wierix,1571,Renaissance,17,1765,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,20,24,7,19,53,70,629678
21,B,Design for Stanhope Phaeton no. 3317,Brewster & Co.,1877,Impressionismus,27,2356,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,14,22,3,13,47,59,378783
22,B,Sr. Samuel House,Thomas Rowlandson,[1780] rehrsg. 1786–91,Sonstiges,16,1883,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,23,18,1,23,42,75,787720
23,B,Landscape with the Little Bridge,Gillis Neyts,ca. 1643–87,Sonstiges,75,1155,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,11,16,7,14,41,60,789277
24,B,Norm Zauchin First Base Washington Senators from the 1958 Topps Regular Issue series (R414-13) issued by Topps Chewing Gum Company,Topps Chewing Gum Company,1958,Sonstiges,23,2242,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,8,6,14,20,45,58,777161
25,B,Mickey Mouse Bagging the Little Whirlwind,Walt Disney Studios,ca. 1941,Surrealismus,23,1797,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,25,30,6,22,58,71,835826
26,B,U.S. Army Standard Pursuit from the Modern American Airplanes series (T87) issued with Wings Cigarettes by Brown and Williamson Tobacco Company,Brown and Williamson Tobacco Company,1938–40,Sonstiges,75,3073,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,4,6,12,24,58,68,784798
27,B,Jack McAuliffe from the Champion Athlete and Prize Fighter series (T220) issued by Mecca and Tolstoi Cigarettes,Mecca Cigarettes,1910,Portraits,13,4375,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,8,6,2,22,58,69,693739
28,B,Galatea from the series Nymphs [Nimpharum Oceanitidum],Philips Galle,1587,Renaissance,3,1638,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,16,9,4,20,53,71,369000
29,B,Joe Azzeralla from Boxers Exhibits series (W467),Exhibit Supply Company,1925,Portraits,26,3669,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,13,8,8,17,60,75,761809
30,B,Portrait of a Man Full-length Facing Left with Arms Folded and a White Collar,Auguste Edouart,1841,Romantik,25,2255,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,21,5,11,24,49,69,691004
31,B,Cabriolet 3575,Brewster & Co.,1880,Sonstiges,66,4872,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,33,53,10,20,41,62,746582
32,B,Textile Design with Alternating Vertical Rows of Stylized Flowers with Stems and Leaves with Offsetting Branches Separated by Ornamental Frames Containing Rosettes Flanked by Leaves and with Offsetting Branches,Anonymous/ Alsatian/ 19th century,1840,Romantik,14,3724,Eremitage,Palace Square 2/St Petersburg/Russland,14,17,14,19,46,72,710787
34,B,Fisher C. Smith,Auguste Edouart,1843,Romantik,47,1277,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,21,5,7,16,48,70,656069
35,B,The Movey Troupe,John Sloan,1920,Bauhaus,12,4364,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,18,22,2,7,59,69,395999
36,B,Musicians in an Oval Design,Antoine Jacquard,ca. 1610–40,Sonstiges,19,3539,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,5,5,0,21,40,53,789338
37,B,Marion Roberts from the Photos from Life series (N152) for Duke's Preferred Stock Cigarettes.,W. Duke/ Sons & Co.,ca. 1895,Expressionismus,49,4345,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,7,7,6,22,58,73,419342
38,B,Diana and Endymion,Johann Heinrich Keller,1700–1765,Tiere,47,2614,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,12,26,5,10,40,69,371018
39,B,J'suis un pas-grand-chose moi! from Ce Qui Se Fait dans Les Meilleures Sociétés Masques et Visages plate 5 bound in Oeuvres Nouvelles vol. III,Paul Gavarni [Chevalier],1853–54,Sonstiges,51,1671,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,38,26,14,21,43,60,411974
40,B,Plan for Garden Pavilion,Robert Morris,frühe - Mitte 18. Jahrhundert,Sonstiges,7,1777,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,2,15,15,24,60,75,363878
41,B,Ann Murdock from Kromo Gravure Leading Moving Picture Stars (W623),Kromo Gravure Photo Company/ Detroit/ Michigan,ca. 1917,Portraits,23,4851,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,8,5,13,20,47,65,813143
42,B,The Page Volume 2,Edward Gordon Craig,1899,Expressionismus,68,4943,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,26,20,6,17,49,64,682123
43,B,S. Pierre prédicateur (St. Peter Preacher) April 29th from Les Images De Tous Les Saincts et Saintes de L'Année (Images of All of the Saints and Religious Events of the Year),Jacques Callot,1636,Religion,48,3938,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,6,5,14,22,58,71,420486
44,B,Philadelphia and Elizabeth Wharton,Anthony van Dyck,1714,Barock,24,4215,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,49,33,9,14,44,74,369067
45,B,George Washington Bridge with B,Howard Cook,1931,Surrealismus,34,4278,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,46,35,4,21,52,75,656542
46,B,Emma,John Raphael Smith,1785,Klassizismus,73,2974,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,31,20,8,13,50,65,712967
47,B,Leona Bland from the Actresses series (N203) issued by Wm. S. Kimball & Co. to promote Vanity Fair Cigarettes,William S. Kimball & Company,ca.1890–1900,Expressionismus,41,1115,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,3,14,19,43,75,888067
48,B,The Death of Harmonia,Jean-Baptiste Marie Pierre,ca. 1740–41,Sonstiges,68,2023,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,196,148,14,25,48,67,437286
49,B,The Little Lagoon,James McNeill Whistler,1879–80,Sonstiges,49,1614,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,22,15,2,22,40,62,372712
50,B,La Paysanne Tournée a Gauche un Panier a son Bras (La Paysanne Turned to the Left a Basket in her Arms) from Varie Figure (Various Figures) plate 2,Jacques Callot,ca. 1620,Barock,8,3896,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,8,9,1,23,58,74,421465
51,B,John Leech's Pictures of Life and Character from the Collection of Mr. Punch,John Leech,[1854–69],Sonstiges,26,3708,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,31,45,8,18,46,56,334078
52,B,Lunar Law No 2,Charles Meryon,1866,Impressionismus,72,1358,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,12,8,11,17,40,72,378012
53,B,Robert Montgomery from Movie Stars photo cards (W553),,ca. 1929,Surrealismus,44,1805,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,7,4,1,17,47,57,819597
54,B,Jack Knight New York Yankees American League from the Baseball Series (Gold Borders) set (T205) issued by the American Tobacco Company,American Tobacco Company,1911,Portraits,46,1222,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,6,3,5,12,40,75,625625
55,B,The British drawing-book: or the art of drawing with accuracy and beauty containing a series of progressive lessons on drawing landscape scenery marine views architecture animals the human figure &c. &c. also a complete system of practical perspective illustrated with numerous practical subjects,Nathaniel Whittock,[1845],Sonstiges,5,2867,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,15,24,5,25,55,75,350638
56,B,Plate 7: Man in profile with a Maltese Cross pin and with a hat under his left arm from Raccolta di XXIV Caricature Disegnate colla penna dell Celebre Cavallier Piet: Leon: Ghezzi [...],Matthias Oesterreich,1750,Rokoko,14,2573,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,30,20,15,25,48,69,652718
57,B,St George on Horseback with the Dead Dragon,Lucas Cranach the Elder,Zwischen 1472 und 1553,Tiere,3,3697,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,23,16,7,18,51,70,622934
58,B,Portrait of Gouaz bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes Volume 2,baron Dominique Vivant Denon,1873,Impressionismus,29,1506,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,39,28,0,10,58,75,642991
59,B,Caricatured Arabian 1 Dirhem from the series Coins of All Nations (N72 variation 1) for Duke brand cigarettes,W. Duke/ Sons & Co.,1889,Sonstiges,39,2973,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,7,3,3,17,57,74,423053
60,B,English Naval Officer from World's Smokers series (N33) for Allen & Ginter Cigarettes,Allen & Ginter,1888,Sonstiges,67,3622,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,7,3,3,16,41,74,420378
61,B,Actress holding scarf over her head from Actresses (N335a) issued by S. F. Hess & Company to promote Long Cut Tobacco brands,S.F. Hess & Co.,ca. 1880–99,Sonstiges,40,3712,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,8,5,9,23,45,55,893112
62,B,Plate 18: Mercury Falling in love with Herse (Mercurius Herses amore accenditur) from Ovid's 'Metamorphoses',Antonio Tempesta,1606,Barock,70,2457,Eremitage,Palace Square 2/St Petersburg/Russland,10,12,6,15,56,74,401151
63,B,U.S. Coast Survey...Sketch of Anapaca Island in Santa Barbara Channel,James McNeill Whistler,1854–57,Sonstiges,53,4301,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,20,29,0,5,40,52,372964
65,B,Harold Brown Esq.: Design for Chair,Ogden Codman/ Jr.,ca. 1894–95,Sonstiges,78,3457,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,10,16,4,21,44,68,840956
66,B,The Wayside Inn,Frances Flora Bond Palmer,1864,Impressionismus,70,3373,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,44,59,0,13,43,69,781711
67,B,View of Baltimore–Vue de Baltimore–Ansicht von Baltimore,Nathaniel Currier,1848,Romantik,71,1286,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,20,32,8,24,47,58,656199
68,B,The Domestic Monthly A Journal of Fashion Literature and the Fine Arts Vol. XIX No.4,Blake & Co.,Juli 1883,Sonstiges,66,3601,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,27,20,0,20,58,68,709256
69,B,Burial Hill from Plymouth Mass. miniature souvenir views (W500),,ca. 1930–40,Sonstiges,3,1041,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,4,6,15,23,49,68,826984
70,B,Album 221 Page 68,,1888,Sonstiges,40,3280,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,38,32,3,22,55,70,892453
71,B,George F. Slosson Billiard Player from World's Champions Series 1 (N28) for Allen & Ginter Cigarettes,Allen & Ginter,1887,Portraits,78,4935,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,7,3,7,13,53,73,410211
