1,B,Pendentive with ornaments in the Loggia of the Vatican from 'Loggie de Rafaele nel Vaticano',Giovanni Ottaviani,ca. 1770–76,Sonstiges,38,1188,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,37,63,14,22,47,71,765939
2,B,Actress wearing bonnet from Actresses (N335) issued by S. F. Hess & Company to promote Sunlight Long Cut Tobacco,S.F. Hess & Co.,ca. 1880–99,Sonstiges,53,3797,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,10,5,1,13,42,57,892658
3,B,Bebe Daniels from the Movie Stars series (T85) issued with Strollers Cigarettes by Tobacco Products Corporation,Tobacco Products Corporation,1922,Bauhaus,5,1313,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,6,3,6,11,60,75,784670
4,B,Game of lottery for children,Antonio Bosch,ca. 1860–70,Tiere,51,1666,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,44,33,0,22,43,75,761286
5,B,Cowboy riding bucking bronco with head down from Indians and Western Historical Scenes series (W417),,ca. 1920–40,Tiere,57,1593,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,8,13,0,20,53,71,765534
6,G,Chocolate cup (part of a service),Worcester factory,ca. 1765–70,Pflanzen,14,4921,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,5,5,5,3,198458
7,G,Vase,Meissen Manufactory,1730–35 Deko ca. 1825,Pflanzen,54,1446,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,31,31,31,5,205936
9,G,Pilgrim bottle,,vermutlich 19. Jahrhundert,Sonstiges,1,3916,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,30,16,16,7,201684
11,I,Saint Paul's Manhattan,John Marin,1914,Expressionismus,82,2224,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,40,47,47,7,488332
12,I,1947-48-W No. 1,Clyfford Still,1947–48,Sonstiges,83,2181,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,233,180,180,24,484682
13,I,Head and Shoulders of a Girl,Lucian Freud,1990,Sonstiges,85,4028,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,78,63,63,12,485681
14,I,Clown,Thomas Hart Benton,1920er,Sonstiges,88,4782,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,33,2,2,8,639816
15,I,Man Spirit Mask,Willie Cole,1999,Sonstiges,96,1685,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,99,67,67,12,495574
16,I,Portrait of a Woman,Gerald Leslie Brockhurst,1911,Portraits,85,3977,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,49,39,39,9,488936
17,I,Final Composition for The Oxbow: After Church After Cole Flooded (Flooded River for the Matriarchs E. & A. Mongan) Green Light,Stephen Hannock,1993,Sonstiges,99,4687,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,30,48,48,4,492201
18,I,Medal,Robert A. Weinman,1964,Sonstiges,98,2633,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,6,6,6,4,489392
19,I,Study for L'embarquement pour les îles,Jules Pascin,1923,Bauhaus,90,4578,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,34,32,32,7,487095
20,I,Along the Arno,Ogden M. Pleissner,1945,Sonstiges,92,3034,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,56,76,76,9,488215
21,I,The Welder,Dox Thrash,ca. 1936–41,Sonstiges,98,3781,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,25,15,15,7,491406
22,I,Footed bowl,Dagobert Peche,ca. 1915,Sonstiges,91,4564,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,15,16,16,3,751928
23,I,Basketball (Convention Hall Philadelphia),Michael Leone,1935,Surrealismus,84,3195,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,48,63,63,7,488103
24,I,Untitled,Georg Baselitz,2015,Sonstiges,81,3117,Eremitage,Palace Square 2/St Petersburg/Russland,66,50,50,8,700198
25,I,Untitled,Abraham Walkowitz,ca. 1940,Surrealismus,98,1679,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,17,13,13,4,482851
26,I,Manhattan Cocktail Cup,Norman Bel Geddes,1936,Surrealismus,87,1220,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,11,6,6,2,490864
27,I,Young Louis,Grace Hartigan,1984,Portraits,93,3576,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,182,182,182,22,483762
28,I,Landscape Fungus,Stephen Barclay,1987,Neo-Expressionismus,82,1728,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,41,29,29,7,485209
29,I,Streamliner Meat slicer,Egmont Hegel Arens,1940,Surrealismus,86,1939,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,31,53,53,5,490711
30,I,Mao,Andy Warhol,1973,Portraits,97,1536,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,30,25,25,4,677116
31,I,Communicant,Timothy Lowly,1987,Neo-Expressionismus,84,1507,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,40,58,58,7,485218
32,I,Chess Set Geometric,Larry Mohr,1978,Hyperrealismus,85,3655,Eremitage,Palace Square 2/St Petersburg/Russland,12,12,12,3,494450
33,I,Portrait of Hermann Burg,Oskar Kokoschka,1912,Portraits,85,3473,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,31,31,31,7,630968
34,I,Nude Male Model,Anton Kolig,1923,Aktmalerei,89,2645,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,43,33,33,7,483336
35,I,Blue Panel II,Ellsworth Kelly,1977,Hyperrealismus,99,1971,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,240,226,226,29,484636
36,I,Spring,Michael Powolny,ca. 1907,Tiere,84,4342,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,37,37,37,7,481474
38,I,Dark Cardinal,Karl Zerbe,1947,Sonstiges,83,2723,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,66,45,45,10,488270
39,I,Ring,Jean Despres,ca. 1925,Surrealismus,88,3435,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,2,2,2,3,494076
40,I,Nous Quatre à Paris (We Four in Paris),Palmer Hayden,ca. 1930,Surrealismus,98,2806,Eremitage,Palace Square 2/St Petersburg/Russland,55,46,46,6,481418
41,I,Untitled,Edward Avedisian,ca. 1965–66,Sonstiges,85,1361,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,192,255,255,24,489693
42,I,Three Women,Fernand Léger,1920,Bauhaus,96,3099,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,41,61,61,9,500434
43,I,Mezza Filigrana no. 653 (pt 2),Carlo Scarpa,ca. 1934,Surrealismus,90,3473,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,14,8,8,4,499906
44,I,Rose Rock,Barbara Rossi,1972,Hyperrealismus,86,2672,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,70,60,60,9,861087
45,I,Untitled,Jackson Pollock,ca. späte 1937–39,Sonstiges,90,3975,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,45,30,30,6,485630
46,I,Seated Model,Jules Pascin,1925,Portraits,99,4783,Eremitage,Palace Square 2/St Petersburg/Russland,100,81,81,13,489586
48,I,Hoffmann von Fallersleben:  The Belt,Anselm Kiefer,1977–78,Landschaftsmalerei,88,3017,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,53,66,66,6,486546
49,I,Gong,Pierre Alechinsky,1967,Sonstiges,85,1176,Eremitage,Palace Square 2/St Petersburg/Russland,118,151,151,15,481686
50,I,Python of India,Grace Hill Turnbull,1941,Surrealismus,80,3678,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,20,58,58,4,488054
51,I,Emerveillement,José de Creeft,1941,Aktmalerei,88,2523,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,47,17,17,6,488005
52,I,Still Life,Preston Dickinson,ca. 1930,Stillleben,97,1209,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,48,61,61,9,481206
53,I,Miraculous Landing or the 112!,Paul Klee,1920,Bauhaus,95,3638,Eremitage,Palace Square 2/St Petersburg/Russland,31,38,38,4,483140
54,I,Album (1) from the ¦Album¦ portfolio,Terry Winters,1988,Neo-Expressionismus,94,1138,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,67,53,53,10,487074
55,I,Tree Forms Stonington Maine,John Marin,1919,Sonstiges,88,4359,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,42,35,35,9,488343
56,I,From Persian Miniatures to Stan Brakhage,Vivan Sundaram,1968,Hyperrealismus,87,4787,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,189,173,173,22,828789
58,I,Triptych,Dorothy Ruddick,1978,Hyperrealismus,99,3063,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,96,48,48,13,481746
59,I,Four Diamonds Marching,Christopher Hewat,1984,Neo-Expressionismus,92,1096,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,71,176,176,8,483917
60,I,Painting Number 5,Philip Guston,1952,Sonstiges,93,4503,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,123,108,108,17,485515
61,I,Stonington - from Green Head Maine,John Marin,1922,Landschaftsmalerei,80,1487,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,43,51,51,7,488349
