1,B,Healey Pitcher Indianapolis from the Old Judge series (N172) for Old Judge Cigarettes,Goodwin & Company,1887,Portraits,9,1319,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,3,1,8,47,60,402054
2,B,Harmonia after Pierre,Charles Nicolas Cochin I,1741–54,Sonstiges,48,4099,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,42,31,8,22,41,69,840019
3,B,Spartan “Executive from the Modern American Airplanes series (T87) issued with Wings Cigarettes by Brown and Williamson Tobacco Company,Brown and Williamson Tobacco Company,1938–40,Sonstiges,65,4912,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,4,6,8,17,60,75,785277
4,B,Wilton album folio 23d: Saint Philip; from the larger series of Christ and the Apostles,Andrea Schiavone (Andrea Meldola),ca. 1550,Renaissance,45,2329,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,20,10,7,15,58,68,690994
5,B,Dinner Time at Mount Lebanon from The Graphic vol. 1,Arthur Boyd Houghton,Mai 7 1870,Impressionismus,6,4375,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,24,29,6,15,49,68,834686
6,B,Ten Birds,Georg Hermann,1596,Renaissance,34,2415,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,4,7,9,16,60,70,787933
7,B,Sir Joshua Reynolds Knight,William Bond,1811,Portraits,55,3523,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,39,31,1,22,48,69,827515
8,B,Heavy Heavy Hangs over Thy Head,Rockwell Kent,1946,Sonstiges,54,3258,Eremitage,Palace Square 2/St Petersburg/Russland,27,40,15,24,57,72,373540
9,B,Honorable B. B. Odell from the Heroes of the Spanish War series (T175),Kinney Brothers Tobacco Company,ca. 1901,Portraits,71,2793,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,6,3,10,15,41,71,638489
10,B,F-111,James Rosenquist,1965,Sonstiges,21,2431,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,73,58,12,22,50,66,342424
