1,B,The King of Feuereisen and His Only Daughter from Der Weisskunig,Hans Burgkmair,gedruckt 18. Jahrhundert,Sonstiges,58,4416,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,22,20,8,24,41,67,431353
2,B,S. Emeri Roi de Hongrie (St. Emeric King of Hungary) from November 4th from Les Images De Tous Les Saincts et Saintes de L'Année (Images of All of the Saints and Religious Events of the Year),Jacques Callot,1636,Religion,47,4651,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,6,5,15,24,47,63,419520
3,B,Designs for tables,Jacques Androuet Du Cerceau,1565–70,Sonstiges,6,4201,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,19,14,9,16,47,57,732930
4,B,The Refreshment,Thomas Rowlandson,1788,Klassizismus,77,1410,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,40,52,14,24,60,71,751650
5,B,A Seascape with the Sun Setting from the Jigsaw Puzzle Pictures series (T76) issued by Turkish Trophies Cigarettes,Turkish Trophies Cigarettes,1909–11,Sonstiges,5,2198,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,6,8,3,8,46,71,635011
6,B,Wilton album folio 55a: Saint Francis Consoled by a Musical Angel,Francesco Vanni,ca. 1595,Renaissance,49,2586,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,23,17,6,22,58,74,694443
7,B,Shaded Recursive Combs,James Siena,2007,Sonstiges,78,3975,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,50,60,2,12,52,62,739768
8,B,Peter Paul Rubens bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes Volume 1,baron Dominique Vivant Denon,1873,Impressionismus,12,3020,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,39,28,1,23,54,72,642543
9,B,Evadne throws herself on the Funeral Pile of her Husband Capaneus,Edward Francis Burney,1790–1800,Romantik,9,3182,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,8,11,1,18,41,53,340968
10,B,Execution Rocks from the Lighthouses series (N119) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco,W. Duke/ Sons & Co.,1889,Sonstiges,39,1600,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,6,10,6,13,54,67,701937
12,B,Vuë Interieure d'un autre côté de la chambre Sepulcrale de L. Arruntius from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie,Dominico Montagu,1770,Klassizismus,21,2324,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,22,26,11,21,60,75,677948
13,B,Shipping on the Giudecca,Frank Duveneck,1883,Sonstiges,21,2778,Eremitage,Palace Square 2/St Petersburg/Russland,24,47,6,11,40,57,366193
14,B,Recerca di Volumi di un Edificio Isolato [Exploration of Volumes in a Free-Standing Building],Virgilio Marchi,ca. 1919,Sonstiges,29,4926,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,38,56,5,18,44,65,344008
15,B,Plate 6: composition of hybrid human and animal forms two figures lower left from the 'Popol-Vuh',Carlos Mérida,1943,Surrealismus,15,1543,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,31,27,6,24,53,72,747942
16,B,My Little White Kitties – Into Mischief,Currier & Ives,1857–71,Tiere,43,1736,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,20,31,0,16,52,71,366514
17,B,Allegory of Fortitude from Varie pitture a fresco de'principali maestri veneziani ora per la prima volta con le stampe pubblicate (Frescoes by the Most Important Venetian Masters Published in Print for the First Time) plate 4,Antonio Maria Zanetti II,1760,Rokoko,47,2399,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,17,18,2,15,40,54,634184
18,B,A Return from a Visit,Thomas Rowlandson,April 3 1798,Klassizismus,37,3417,Eremitage,Palace Square 2/St Petersburg/Russland,13,15,14,23,53,75,775431
19,B,Speculum intellectuale felicitatis humane,Ulrich Pinder,1510,Renaissance,44,4790,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,29,21,11,16,42,56,346552
20,B,The Aniene River at Subiaco,André Giroux,späte 1820er,Landschaftsmalerei,32,3719,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,20,27,13,23,46,63,439379
21,B,Vienna from the Flags of All Nations series (T59) issued by the American Tobacco Company,American Tobacco Company,1909–11,Sonstiges,49,3218,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,7,4,10,16,43,66,636049
22,B,Napleon Le Grande,Thomas Rowlandson,Dez. 2 1813,Romantik,5,3081,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,34,24,6,18,43,55,811902
23,B,The Sibyl from Marcus Valerius Probus 'De Notis',Master bM,ca. 1500,Renaissance,61,2883,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,15,10,8,18,52,75,632207
24,B,Bar Room Cabernet Fledermaus Vienna Kärntnerstrasse 33,Josef Hoffmann,1907,Expressionismus,12,3482,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,14,9,6,18,56,67,647656
26,B,An apostle holding a closed book and looking to the left in an oval frame from Christ the Virgin and Thirteen Apostles,Anonymous/ 17th century,1600–1640,Portraits,30,4304,Eremitage,Palace Square 2/St Petersburg/Russland,10,7,15,25,50,73,397011
27,B,Broadside with 48 scenes relating to the errant Jew,José María Marés,ca. 1860–70,Tiere,23,4907,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,44,31,8,25,52,71,760647
28,B,Design for Coupé no. 409 (Clarence on C Spring with Skeleton Front),Brewster & Co.,1850–70,Sonstiges,42,4083,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,17,25,1,8,58,75,379884
29,B,Gladys from Actresses (N264) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,P. Lorillard Company,1880er,Sonstiges,23,1994,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,10,5,3,22,47,70,891438
30,B,Cockfight Santo Domingo,George Overbury "Pop" Hart,1923,Bauhaus,26,2731,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,24,36,13,23,50,60,660178
31,B,Mother Watching Over Two Young Children Playing (recto); Baby in a Bassinet (verso),Lorenz Frølich,1835–1903,Expressionismus,54,4208,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,18,12,4,10,41,74,381810
32,B,Marsyas Flayed by Apollo from Les Metamorphoses d'Ovide Traduction nouvelle Avec le texte latin suivie d'une analyse de l'explication des Fables de notes géographiques historiques mythologiques et critiques Par M.G.T. Villenave; ornée de gravures d'après les dessins de MM. LeBarbier Monsiau et Moreau. A Paris Chez les Éditeurs F. Gay Libraire rue de la Harpe Bureau de la Bible; Ch. Guestard Avocat rue Saint Germain-l'Auxerrois. De l'Imprimerie de P. Didot l'aîné. MDCCCVI.,François Pigeot,veröffentlicht 1806–22,Sonstiges,51,3143,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,36,26,10,20,59,69,426150
33,B,Fireplace Wall Elevation,Ogden Codman/ Jr.,ca. 1896–97,Sonstiges,28,1674,Eremitage,Palace Square 2/St Petersburg/Russland,19,53,4,13,55,68,843881
34,B,H. Bailey House at Dorchester Massachusetts (Attic Story Plan),Luther Briggs Jr.,1859,Impressionismus,3,2274,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,46,31,15,23,46,74,403713
35,B,Cupid with a Bird on a String,Joseph Werner the Younger,17.–frühe 18. Jahrhundert,Tiere,1,4330,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,9,7,15,22,53,70,376113
36,B,Christ and the Samaritan Woman (Schr. 141c),Anonymous/ German/ 15th century,15. Jahrhundert,Religion,59,2035,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,11,9,3,20,49,75,382393
37,B,Kellogg's Funny Jungleland Moving-Pictures,W. K. Kellogg,1909,Expressionismus,71,2819,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,23,17,13,24,43,65,349143
38,B,Madonna and Child with Angels,Domenico Ghirlandaio,Zwischen 1469 und 1494,Renaissance,70,4229,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,98,98,3,11,59,73,436493
39,B,Die Legend des heyligen vatters Francisci,Wolf Traut,April 7 1512,Renaissance,71,3372,Eremitage,Palace Square 2/St Petersburg/Russland,20,15,14,24,52,69,346277
40,B,The Shrew,Lucile Blanch,1936,Surrealismus,8,1365,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,29,40,14,20,43,60,757480
41,B,Avec Ou Dessus,Pierre Michel Alix,1795,Klassizismus,79,1029,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,33,57,15,22,43,68,375757
42,B,Title Page: Clock framed by a Wreath of Flowers and Art and Science Instruments; from a Book of Designs for Goldsmiths,Louis Cossin,1663,Barock,26,2155,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,16,12,15,21,55,68,814625
43,B,Clementia from Deorum Dearumque Capita : ex vetustis numismatibus in gratiam antiquitatis studiosorum effigiata et edita,Gerard van Groeningen,1573,Renaissance,38,2189,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,12,8,3,13,41,69,626034
44,B,Card Number 563 Amy Gordon from the Actors and Actresses series (N145-7) issued by Duke Sons & Co. to promote Duke Cigarettes,W. Duke/ Sons & Co.,1880er,Portraits,76,3146,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,6,3,11,18,56,72,648185
45,B,Fanny Davenport from the Actresses series (N252-B) issued by P. Lorillard Company to promote Tiger Fine Cut Tobacco,P. Lorillard Company,1880er,Sonstiges,61,3066,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,6,3,13,21,52,65,890700
46,B,Tom Mix from Western Stars -- Special Sets Exhibits series (W414),Exhibit Supply Company,ca. 1920–29,Portraits,8,4561,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,13,8,8,19,53,70,764156
48,B,Miss Seay from the Actresses series (N369) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Lone Jack Cigarette Company,1887,Sonstiges,32,2250,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,6,3,12,19,49,67,663523
49,B,S. Galbert abbé du Val d'Ombrose (St. John Gualbert Abbot of Val d'Ombrose) July 12th from Les Images De Tous Les Saincts et Saintes de L'Année (Images of All of the Saints and Religious Events of the Year),Jacques Callot,1636,Religion,7,2103,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,6,5,4,16,45,68,419817
50,B,Mr. Mathews [Charles Matthews],Charles Turner,1826,Romantik,49,2419,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,43,32,14,22,50,71,684749
51,G,Armrest,Beauvais,1754–56,Pflanzen,27,2069,Eremitage,Palace Square 2/St Petersburg/Russland,30,20,20,4,232302
52,G,Commemorating rulers of the Baroda State Anandrao Gaekwar (1801–20) (one of a set of eight),Frank Bowcher,20. Jahrhundert,Sonstiges,10,2370,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,7,5,5,3,195168
53,G,Napkin (from a set of table linens),,späte 19. Jahrhundert,Sonstiges,41,2929,Eremitage,Palace Square 2/St Petersburg/Russland,29,29,29,7,229681
55,G,Pair of sleeves,,19. Jahrhundert,Sonstiges,6,2215,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,53,46,46,8,227642
56,G,Vase with reaper,Haviland & Co.,ca. 1885,Pflanzen,47,1386,Eremitage,Palace Square 2/St Petersburg/Russland,39,19,19,8,239359
57,G,Tea caddy in the form of a tea bundle,Minton(s),1878,Impressionismus,46,2092,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,10,10,10,3,770990
60,G,Parrot (one of a pair),Meissen Manufactory,ca. 1741,Rokoko,11,1840,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,11,11,11,5,205957
62,G,Martyrdom of the Seven Maccabee Brothers and Their Mother,Dirck Vellert,ca. 1530–35,Tiere,23,3989,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,70,46,46,11,193425
63,G,Tankard,Elkington & Co.,19. Jahrhundert nach 1676 original,Sonstiges,76,3012,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,19,15,15,3,191768
64,G,Bird,Chelsea Porcelain Manufactory,ca. 1752,Tiere,18,2730,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,19,19,19,5,206132
65,G,Vegetable dish with cover (part of a service),,ca. 1810,Romantik,11,1694,Eremitage,Palace Square 2/St Petersburg/Russland,15,31,31,4,200998
66,G,Bowl with A Lover Tied to a Tree,,ca. 1535–40,Pflanzen,57,3359,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,4,4,4,2,197227
68,G,Jugate busts of Czarevitch Paul and Maria Feodorovna of Russia,James Tassie,1791,Klassizismus,39,2448,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,6,5,5,2,210063
69,G,Coffeepot (part of a service),,1760–70,Pflanzen,19,4604,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,13,13,13,5,201301
70,G,The Prophecy of Calchas from a set of The Story of Troy,,vermutlich 1.  Hälfte 17. Jahrhundert,Sonstiges,11,3517,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,374,497,497,41,227498
71,G,Sacrifice of Isaac,,Mitte 17. Jahrhundert,Pflanzen,77,4654,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,26,33,33,5,228997
74,G,Round basket of fruit,,2.  Hälfte 18.–Mitte 19. Jahrhundert,Sonstiges,41,2091,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,3,5,5,1,676446
75,G,Teapot,Worcester factory,ca. 1753,Tiere,77,1869,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,13,18,18,3,204081
76,G,Jug,Simon Pantin I,1727,Rokoko,80,2413,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,11,11,11,2,236943
79,G,Cup (part of a service),Worcester factory,ca. 1765–75,Sonstiges,13,2553,Eremitage,Palace Square 2/St Petersburg/Russland,4,4,4,5,198468
80,G,Pair of firedogs,,ca. 1760,Rokoko,72,1988,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,38,44,44,5,191590
81,G,Hearts and Chess Pieces Quilt,,ca. 1830,Romantik,55,3294,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,220,245,245,23,854565
82,G,Part of a border,,18. Jahrhundert,Pflanzen,73,4334,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,39,64,64,4,219685
84,G,Door stop (one of a pair),,19. Jahrhundert,Pflanzen,50,2789,Eremitage,Palace Square 2/St Petersburg/Russland,13,13,13,3,196683
85,G,Wine taster,,1775–76,Sonstiges,7,3970,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,1,1,1,1,200186
87,G,Fragment,,17.–18. Jahrhundert,Sonstiges,65,3314,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,25,3,3,5,217763
89,G,Snuffbox,Claude Lisonnet,1750–51,Tiere,58,2945,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,3,7,7,3,206415
90,G,Writing box,Ferdinand Plitzner,ca. 1715–20,Sonstiges,63,1338,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,6,28,28,2,208860
91,G,Miniature seal in the form of Cupid,Chelsea Porcelain Manufactory,1753–58,Sonstiges,32,4456,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,2,2,2,2,202559
92,G,Perfume bottle,Jasper Fysher,foot 1577/78 body ca. 1585,Renaissance,23,3773,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,12,12,12,6,204953
93,G,Border or flounce,Burano Lace School,späte 19. Jahrhundert,Pflanzen,39,1765,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,525,21,21,53,229980
95,G,Casket (coffanetto or scrigno),,ca. 1570–90,Sonstiges,50,4604,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,19,41,41,4,201959
96,G,Tile,,1640–70,Pflanzen,22,2968,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,66,53,53,10,191002
98,G,Sugar bowl with cover (part of a service),,1785–1800,Romantik,11,3511,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,11,11,11,5,201193
99,G,Lucretia,Conrad Meit of Worms,1500–1515,Aktmalerei,54,4462,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,6,7,7,3,193562
101,I,Lamelle Blue Delphinium Butter Plate,Ilonka Karasz,ca. 1934,Surrealismus,84,1019,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,18,46,46,4,482640
102,I,Bear Sculpture Fragments,Edwin Dickinson,1944,Tiere,95,2311,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,31,25,25,5,485084
103,I,A mirrorical return,Richard Hamilton,1998,Aktmalerei,98,2881,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,53,66,66,6,490765
104,I,Red Roses Sonata,Alma Thomas,1972,Hyperrealismus,90,3130,Eremitage,Palace Square 2/St Petersburg/Russland,152,137,137,17,632918
105,I,Marion Beckett,Marius de Zayas,ca. 1915,Sonstiges,81,3977,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,62,47,47,9,488418
106,I,Mid-Lent,Marcel Duchamp,1909,Expressionismus,99,4806,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,61,48,48,7,481465
107,I,Untitled,Jackson Pollock,ca. späte 1937–39,Aktmalerei,95,3997,Eremitage,Palace Square 2/St Petersburg/Russland,45,30,30,5,485605
108,I,Conversation,Walter Dorwin Teague,ca. 1951,Sonstiges,97,3931,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,26,26,26,7,482344
109,I,Untitled,Alexander Liberman,1968,Hyperrealismus,80,1531,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,11,15,15,6,481863
110,I,Small Portrait of a Girl in Yellow,Paul Klee,1925,Portraits,81,2602,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,23,21,21,3,483162
111,I,John Pierpont Morgan Memorial,Paul Manship,1915–20,Sonstiges,98,4238,National Gallery,Trafalgar Square/London WC2N 5DN/Vereinigtes Königreich,274,162,162,31,487177
112,I,At Table,Edouard Vuillard,1893,Expressionismus,87,2105,Metropolitan Museum of Art,1000 5th Ave/New York/NY 10028/Vereinigte Staaten,38,33,33,5,483388
113,I,Flag Station Elizabeth New Jersey,Oscar Bluemner,1925,Surrealismus,80,4390,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,27,34,34,7,489356
114,I,A Composition for Carl,Dennis Evans,1978,Hyperrealismus,81,3460,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,47,67,67,8,484779
115,I,Girl in a Red Dress,Charles Henry Alston,1934,Portraits,92,1043,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,71,55,55,8,848284
116,I,To A Water Lily,I. J. Belmont,ca. 1915,Sonstiges,97,2308,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,50,35,35,9,481926
117,I,Ambassador Liqueur Glass,Oswald Haerdtl,ca. 1925,Surrealismus,91,4754,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,15,15,15,4,482796
118,I,Communicant,Timothy Lowly,1987,Neo-Expressionismus,88,3027,The British Museum,Great Russell St/London WC1B 3DG/Vereinigtes Königreich,40,58,58,9,485218
119,I,Wassily Armchair,Marcel Breuer,1925,Surrealismus,84,2135,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,76,76,76,12,485067
122,I,Boy and Sleeping Girl by Candlelight from the ¦Vollard Suite¦,Pablo Picasso,1934 gedruckt 1939,Aktmalerei,89,1394,Museo del Prado,C. de Ruiz de Alarcón 23/28014 Madrid/Spanien,23,29,29,4,486952
123,I,FLUXUS 301,Robert Watts,1967,Sonstiges,81,1440,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,33,25,25,8,780074
125,I,Marsden Hartley,Marius de Zayas,ca. 1914–15,Sonstiges,86,2943,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,72,57,57,11,493637
126,I,Waterford Textile,Jack Lenor Larsen,Zwischen 1900 und 1973,Hyperrealismus,90,2717,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,135,135,135,14,481133
127,I,A Bride for the Lord of Muscovy,Erté (Romain de Tirtoff),1931,Surrealismus,81,2706,Bode-Museum,Am Kupfergraben/10117 Berlin/Deutschland,40,47,47,8,491659
128,I,La Media Luna,Adán Hernández,1988,Neo-Expressionismus,85,1265,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,56,76,76,10,485707
129,I,Europa and the Bull,Paul Manship,1922–24; gegossen 1924,Bauhaus,88,2746,Uffizien,Piazzale degli Uffizi 6/50122 Firenze FI/Italien,23,28,28,4,489777
130,I,Starbrick,Olafur Eliasson,2009,Sonstiges,97,1657,Musée du Louvre,Rue de Rivoli/75001 Paris/Frankreich,55,56,56,8,497696
131,I,Almost Silence,Jimmy Ernst,1952,Sonstiges,93,1276,Rijksmuseum Amsterdam,Museumstraat 1/1071 XX Amsterdam/Niederlande,111,121,121,14,488723
